Symbol,Timeframe,Price,MA50,MA150,MA200,MA200 slope %,52W High,52W Low,% Above 52W Low,% Below 52W High,RS Rating,Score,TradingView,P > MA50,P > MA150,P > MA200,MA50 > MA150,MA150 > MA200,MA200 Rising,25% Above 52W Low,Within 25% 52W High,RS > Threshold
NAZARA,daily,367.25,345.477998046875,295.7103987630208,287.3955489349365,4.210359482983828,380.0,215.6999969482422,70.25962225123381,3.4717494894485945,88.62690707350902,9,https://www.tradingview.com/symbols/NAZARA/?exchange=NSE,True,True,True,True,True,True,True,True,True
DCBBANK,daily,218.77000427246094,201.92739959716798,187.5595517985026,185.75220275878905,2.580530762121813,234.8000030517578,121.38222908441647,80.2323173026549,7.327329371595548,88.4882108183079,9,https://www.tradingview.com/symbols/DCBBANK/?exchange=NSE,True,True,True,True,True,True,True,True,True
GRAPHITE,daily,812.7999877929688,714.6751098632812,682.5592244466146,662.7882125854492,3.3978960366257693,874.3499755859375,510.5948183076055,59.18688530507199,7.57258719455669,88.3495145631068,9,https://www.tradingview.com/symbols/GRAPHITE/?exchange=NSE,True,True,True,True,True,True,True,True,True
WABAG,daily,2099.5,2029.57056640625,1683.1257063802084,1568.4734094238281,5.094818891759023,2319.0,1030.4859602847353,103.73882623494298,10.45487020719218,88.2108183079057,9,https://www.tradingview.com/symbols/WABAG/?exchange=NSE,True,True,True,True,True,True,True,True,True
ANANDRATHI,daily,2211.199951171875,2143.949987792969,1875.895478515625,1782.4221990966796,4.6132606520246755,2268.39990234375,1351.1991966764108,63.647222157239014,2.5868285290781,88.07212205270459,9,https://www.tradingview.com/symbols/ANANDRATHI/?exchange=NSE,True,True,True,True,True,True,True,True,True
AEGISVOPAK,daily,318.29998779296875,284.89099975585935,233.79959065755207,233.58204391479492,1.0284978985825477,320.95001220703125,157.88530940558778,101.60202934099178,0.8325556128472522,87.93342579750347,9,https://www.tradingview.com/symbols/AEGISVOPAK/?exchange=NSE,True,True,True,True,True,True,True,True,True
IPCALAB,daily,2008.199951171875,1865.8893579101561,1661.8129467773438,1609.123256225586,4.0806449435090375,2038.0,1247.2697331943216,61.0076712138899,1.4839184121449245,87.51733703190014,9,https://www.tradingview.com/symbols/IPCALAB/?exchange=NSE,True,True,True,True,True,True,True,True,True
MOTHERSON,daily,162.91000366210938,158.985,139.88465026855468,134.42344764709472,4.628008455091948,173.27000427246094,100.52274639930697,62.06282607419142,6.359339744316239,87.1012482662968,9,https://www.tradingview.com/symbols/MOTHERSON/?exchange=NSE,True,True,True,True,True,True,True,True,True
ENGINERSIN,daily,285.25,247.5446011352539,234.35620279947918,223.06438385009767,3.631475476607404,289.6499938964844,162.352472800208,75.69797064380441,1.5425044334739235,86.68515950069347,9,https://www.tradingview.com/symbols/ENGINERSIN/?exchange=NSE,True,True,True,True,True,True,True,True,True
AUROPHARMA,daily,1713.4000244140625,1622.6720043945313,1473.3853344726563,1401.0649981689453,3.7935102875026994,1738.9000244140625,1066.800048828125,60.61116854055497,1.4882689177456054,86.54646324549236,9,https://www.tradingview.com/symbols/AUROPHARMA/?exchange=NSE,True,True,True,True,True,True,True,True,True
